time,zone,pressure
26.80000000000139,ESC_PER,nan
26.81000000000139,EXTERIOR,0.0
26.81000000000139,GRANULACION_II,nan
26.81000000000139,ESC_MAT,nan
26.81000000000139,ESC_PER,nan
26.820000000001393,EXTERIOR,0.0
26.820000000001393,GRANULACION_II,nan
26.820000000001393,ESC_MAT,nan
26.820000000001393,ESC_PER,nan
26.830000000001395,EXTERIOR,0.0
26.830000000001395,GRANULACION_II,nan
26.830000000001395,ESC_MAT,nan
26.830000000001395,ESC_PER,nan
26.840000000001396,EXTERIOR,0.0
26.840000000001396,GRANULACION_II,nan
26.840000000001396,ESC_MAT,nan
26.840000000001396,ESC_PER,nan
26.850000000001398,EXTERIOR,0.0
26.850000000001398,GRANULACION_II,nan
26.850000000001398,ESC_MAT,nan
26.850000000001398,ESC_PER,nan
26.8600000000014,EXTERIOR,0.0
26.8600000000014,GRANULACION_II,nan
26.8600000000014,ESC_MAT,nan
26.8600000000014,ESC_PER,nan
26.8700000000014,EXTERIOR,0.0
26.8700000000014,GRANULACION_II,nan
26.8700000000014,ESC_MAT,nan
26.8700000000014,ESC_PER,nan
26.880000000001402,EXTERIOR,0.0
26.880000000001402,GRANULACION_II,nan
26.880000000001402,ESC_MAT,nan
26.880000000001402,ESC_PER,nan
26.890000000001404,EXTERIOR,0.0
26.890000000001404,GRANULACION_II,nan
26.890000000001404,ESC_MAT,nan
26.890000000001404,ESC_PER,nan
26.900000000001405,EXTERIOR,0.0
26.900000000001405,GRANULACION_II,nan
26.900000000001405,ESC_MAT,nan
26.900000000001405,ESC_PER,nan
26.910000000001407,EXTERIOR,0.0
26.910000000001407,GRANULACION_II,nan
26.910000000001407,ESC_MAT,nan
26.910000000001407,ESC_PER,nan
26.92000000000141,EXTERIOR,0.0
26.92000000000141,GRANULACION_II,nan
26.92000000000141,ESC_MAT,nan
26.92000000000141,ESC_PER,nan
26.93000000000141,EXTERIOR,0.0
26.93000000000141,GRANULACION_II,nan
26.93000000000141,ESC_MAT,nan
26.93000000000141,ESC_PER,nan
26.94000000000141,EXTERIOR,0.0
26.94000000000141,GRANULACION_II,nan
26.94000000000141,ESC_MAT,nan
26.94000000000141,ESC_PER,nan
26.950000000001413,EXTERIOR,0.0
26.950000000001413,GRANULACION_II,nan
26.950000000001413,ESC_MAT,nan
26.950000000001413,ESC_PER,nan
26.960000000001415,EXTERIOR,0.0
26.960000000001415,GRANULACION_II,nan
26.960000000001415,ESC_MAT,nan
26.960000000001415,ESC_PER,nan
26.970000000001416,EXTERIOR,0.0
26.970000000001416,GRANULACION_II,nan
26.970000000001416,ESC_MAT,nan
26.970000000001416,ESC_PER,nan
26.980000000001418,EXTERIOR,0.0
26.980000000001418,GRANULACION_II,nan
26.980000000001418,ESC_MAT,nan
26.980000000001418,ESC_PER,nan
26.99000000000142,EXTERIOR,0.0
26.99000000000142,GRANULACION_II,nan
26.99000000000142,ESC_MAT,nan
26.99000000000142,ESC_PER,nan
27.00000000000142,EXTERIOR,0.0
27.00000000000142,GRANULACION_II,nan
27.00000000000142,ESC_MAT,nan
27.00000000000142,ESC_PER,nan
27.010000000001423,EXTERIOR,0.0
27.010000000001423,GRANULACION_II,nan
27.010000000001423,ESC_MAT,nan
27.010000000001423,ESC_PER,nan
27.020000000001424,EXTERIOR,0.0
27.020000000001424,GRANULACION_II,nan
27.020000000001424,ESC_MAT,nan
27.020000000001424,ESC_PER,nan
27.030000000001426,EXTERIOR,0.0
27.030000000001426,GRANULACION_II,nan
27.030000000001426,ESC_MAT,nan
27.030000000001426,ESC_PER,nan
27.040000000001427,EXTERIOR,0.0
27.040000000001427,GRANULACION_II,nan
27.040000000001427,ESC_MAT,nan
27.040000000001427,ESC_PER,nan
27.05000000000143,EXTERIOR,0.0
27.05000000000143,GRANULACION_II,nan
27.05000000000143,ESC_MAT,nan
27.05000000000143,ESC_PER,nan
27.06000000000143,EXTERIOR,0.0
27.06000000000143,GRANULACION_II,nan
27.06000000000143,ESC_MAT,nan
27.06000000000143,ESC_PER,nan
27.070000000001432,EXTERIOR,0.0
27.070000000001432,GRANULACION_II,nan
27.070000000001432,ESC_MAT,nan
27.070000000001432,ESC_PER,nan
27.080000000001434,EXTERIOR,0.0
27.080000000001434,GRANULACION_II,nan
27.080000000001434,ESC_MAT,nan
27.080000000001434,ESC_PER,nan
27.090000000001435,EXTERIOR,0.0
27.090000000001435,GRANULACION_II,nan
27.090000000001435,ESC_MAT,nan
27.090000000001435,ESC_PER,nan
27.100000000001437,EXTERIOR,0.0
27.100000000001437,GRANULACION_II,nan
27.100000000001437,ESC_MAT,nan
27.100000000001437,ESC_PER,nan
27.11000000000144,EXTERIOR,0.0
27.11000000000144,GRANULACION_II,nan
27.11000000000144,ESC_MAT,nan
27.11000000000144,ESC_PER,nan
27.12000000000144,EXTERIOR,0.0
27.12000000000144,GRANULACION_II,nan
27.12000000000144,ESC_MAT,nan
27.12000000000144,ESC_PER,nan
27.13000000000144,EXTERIOR,0.0
27.13000000000144,GRANULACION_II,nan
27.13000000000144,ESC_MAT,nan
27.13000000000144,ESC_PER,nan
27.140000000001443,EXTERIOR,0.0
27.140000000001443,GRANULACION_II,nan
27.140000000001443,ESC_MAT,nan
27.140000000001443,ESC_PER,nan
27.150000000001445,EXTERIOR,0.0
27.150000000001445,GRANULACION_II,nan
27.150000000001445,ESC_MAT,nan
27.150000000001445,ESC_PER,nan
27.160000000001446,EXTERIOR,0.0
27.160000000001446,GRANULACION_II,nan
27.160000000001446,ESC_MAT,nan
27.160000000001446,ESC_PER,nan
27.170000000001448,EXTERIOR,0.0
27.170000000001448,GRANULACION_II,nan
27.170000000001448,ESC_MAT,nan
27.170000000001448,ESC_PER,nan
27.18000000000145,EXTERIOR,0.0
27.18000000000145,GRANULACION_II,nan
27.18000000000145,ESC_MAT,nan
27.18000000000145,ESC_PER,nan
27.19000000000145,EXTERIOR,0.0
27.19000000000145,GRANULACION_II,nan
27.19000000000145,ESC_MAT,nan
27.19000000000145,ESC_PER,nan
27.200000000001452,EXTERIOR,0.0
27.200000000001452,GRANULACION_II,nan
27.200000000001452,ESC_MAT,nan
27.200000000001452,ESC_PER,nan
27.210000000001454,EXTERIOR,0.0
27.210000000001454,GRANULACION_II,nan
27.210000000001454,ESC_MAT,nan
27.210000000001454,ESC_PER,nan
27.220000000001455,EXTERIOR,0.0
27.220000000001455,GRANULACION_II,nan
27.220000000001455,ESC_MAT,nan
27.220000000001455,ESC_PER,nan
27.230000000001457,EXTERIOR,0.0
27.230000000001457,GRANULACION_II,nan
27.230000000001457,ESC_MAT,nan
27.230000000001457,ESC_PER,nan
27.24000000000146,EXTERIOR,0.0
27.24000000000146,GRANULACION_II,nan
27.24000000000146,ESC_MAT,nan
27.24000000000146,ESC_PER,nan
27.25000000000146,EXTERIOR,0.0
27.25000000000146,GRANULACION_II,nan
27.25000000000146,ESC_MAT,nan
27.25000000000146,ESC_PER,nan
27.26000000000146,EXTERIOR,0.0
27.26000000000146,GRANULACION_II,nan
27.26000000000146,ESC_MAT,nan
27.26000000000146,ESC_PER,nan
27.270000000001463,EXTERIOR,0.0
27.270000000001463,GRANULACION_II,nan
27.270000000001463,ESC_MAT,nan
27.270000000001463,ESC_PER,nan
27.280000000001465,EXTERIOR,0.0
27.280000000001465,GRANULACION_II,nan
27.280000000001465,ESC_MAT,nan
27.280000000001465,ESC_PER,nan
27.290000000001466,EXTERIOR,0.0
27.290000000001466,GRANULACION_II,nan
27.290000000001466,ESC_MAT,nan
27.290000000001466,ESC_PER,nan
27.300000000001468,EXTERIOR,0.0
27.300000000001468,GRANULACION_II,nan
27.300000000001468,ESC_MAT,nan
27.300000000001468,ESC_PER,nan
27.31000000000147,EXTERIOR,0.0
27.31000000000147,GRANULACION_II,nan
27.31000000000147,ESC_MAT,nan
27.31000000000147,ESC_PER,nan
27.32000000000147,EXTERIOR,0.0
27.32000000000147,GRANULACION_II,nan
27.32000000000147,ESC_MAT,nan
27.32000000000147,ESC_PER,nan
27.330000000001473,EXTERIOR,0.0
27.330000000001473,GRANULACION_II,nan
27.330000000001473,ESC_MAT,nan
27.330000000001473,ESC_PER,nan
27.340000000001474,EXTERIOR,0.0
27.340000000001474,GRANULACION_II,nan
27.340000000001474,ESC_MAT,nan
27.340000000001474,ESC_PER,nan
27.350000000001476,EXTERIOR,0.0
27.350000000001476,GRANULACION_II,nan
27.350000000001476,ESC_MAT,nan
27.350000000001476,ESC_PER,nan
27.360000000001477,EXTERIOR,0.0
27.360000000001477,GRANULACION_II,nan
27.360000000001477,ESC_MAT,nan
27.360000000001477,ESC_PER,nan
27.37000000000148,EXTERIOR,0.0
27.37000000000148,GRANULACION_II,nan
27.37000000000148,ESC_MAT,nan
27.37000000000148,ESC_PER,nan
27.38000000000148,EXTERIOR,0.0
27.38000000000148,GRANULACION_II,nan
27.38000000000148,ESC_MAT,nan
27.38000000000148,ESC_PER,nan
27.390000000001482,EXTERIOR,0.0
27.390000000001482,GRANULACION_II,nan
27.390000000001482,ESC_MAT,nan
27.390000000001482,ESC_PER,nan
27.400000000001484,EXTERIOR,0.0
27.400000000001484,GRANULACION_II,nan
27.400000000001484,ESC_MAT,nan
27.400000000001484,ESC_PER,nan
27.410000000001485,EXTERIOR,0.0
27.410000000001485,GRANULACION_II,nan
27.410000000001485,ESC_MAT,nan
27.410000000001485,ESC_PER,nan
27.420000000001487,EXTERIOR,0.0
27.420000000001487,GRANULACION_II,nan
27.420000000001487,ESC_MAT,nan
27.420000000001487,ESC_PER,nan
27.43000000000149,EXTERIOR,0.0
27.43000000000149,GRANULACION_II,nan
27.43000000000149,ESC_MAT,nan
27.43000000000149,ESC_PER,nan
27.44000000000149,EXTERIOR,0.0
27.44000000000149,GRANULACION_II,nan
27.44000000000149,ESC_MAT,nan
27.44000000000149,ESC_PER,nan
27.45000000000149,EXTERIOR,0.0
27.45000000000149,GRANULACION_II,nan
27.45000000000149,ESC_MAT,nan
27.45000000000149,ESC_PER,nan
27.460000000001493,EXTERIOR,0.0
27.460000000001493,GRANULACION_II,nan
27.460000000001493,ESC_MAT,nan
27.460000000001493,ESC_PER,nan
27.470000000001495,EXTERIOR,0.0
27.470000000001495,GRANULACION_II,nan
27.470000000001495,ESC_MAT,nan
27.470000000001495,ESC_PER,nan
27.480000000001496,EXTERIOR,0.0
27.480000000001496,GRANULACION_II,nan
27.480000000001496,ESC_MAT,nan
27.480000000001496,ESC_PER,nan
27.490000000001498,EXTERIOR,0.0
27.490000000001498,GRANULACION_II,nan
27.490000000001498,ESC_MAT,nan
27.490000000001498,ESC_PER,nan
27.5000000000015,EXTERIOR,0.0
27.5000000000015,GRANULACION_II,nan
27.5000000000015,ESC_MAT,nan
27.5000000000015,ESC_PER,nan
27.5100000000015,EXTERIOR,0.0
27.5100000000015,GRANULACION_II,nan
27.5100000000015,ESC_MAT,nan
27.5100000000015,ESC_PER,nan
27.520000000001502,EXTERIOR,0.0
27.520000000001502,GRANULACION_II,nan
27.520000000001502,ESC_MAT,nan
27.520000000001502,ESC_PER,nan
27.530000000001504,EXTERIOR,0.0
27.530000000001504,GRANULACION_II,nan
27.530000000001504,ESC_MAT,nan
27.530000000001504,ESC_PER,nan
27.540000000001505,EXTERIOR,0.0
27.540000000001505,GRANULACION_II,nan
27.540000000001505,ESC_MAT,nan
27.540000000001505,ESC_PER,nan
27.550000000001507,EXTERIOR,0.0
27.550000000001507,GRANULACION_II,nan
27.550000000001507,ESC_MAT,nan
27.550000000001507,ESC_PER,nan
27.56000000000151,EXTERIOR,0.0
27.56000000000151,GRANULACION_II,nan
27.56000000000151,ESC_MAT,nan
27.56000000000151,ESC_PER,nan
27.57000000000151,EXTERIOR,0.0
27.57000000000151,GRANULACION_II,nan
27.57000000000151,ESC_MAT,nan
27.57000000000151,ESC_PER,nan
27.58000000000151,EXTERIOR,0.0
27.58000000000151,GRANULACION_II,nan
27.58000000000151,ESC_MAT,nan
27.58000000000151,ESC_PER,nan
27.590000000001513,EXTERIOR,0.0
27.590000000001513,GRANULACION_II,nan
27.590000000001513,ESC_MAT,nan
27.590000000001513,ESC_PER,nan
27.600000000001515,EXTERIOR,0.0
27.600000000001515,GRANULACION_II,nan
27.600000000001515,ESC_MAT,nan
27.600000000001515,ESC_PER,nan
27.610000000001516,EXTERIOR,0.0
27.610000000001516,GRANULACION_II,nan
27.610000000001516,ESC_MAT,nan
27.610000000001516,ESC_PER,nan
27.620000000001518,EXTERIOR,0.0
27.620000000001518,GRANULACION_II,nan
27.620000000001518,ESC_MAT,nan
27.620000000001518,ESC_PER,nan
27.63000000000152,EXTERIOR,0.0
27.63000000000152,GRANULACION_II,nan
27.63000000000152,ESC_MAT,nan
27.63000000000152,ESC_PER,nan
27.64000000000152,EXTERIOR,0.0
27.64000000000152,GRANULACION_II,nan
27.64000000000152,ESC_MAT,nan
27.64000000000152,ESC_PER,nan
27.650000000001523,EXTERIOR,0.0
27.650000000001523,GRANULACION_II,nan
27.650000000001523,ESC_MAT,nan
27.650000000001523,ESC_PER,nan
27.660000000001524,EXTERIOR,0.0
27.660000000001524,GRANULACION_II,nan
27.660000000001524,ESC_MAT,nan
27.660000000001524,ESC_PER,nan
27.670000000001526,EXTERIOR,0.0
27.670000000001526,GRANULACION_II,nan
27.670000000001526,ESC_MAT,nan
27.670000000001526,ESC_PER,nan
27.680000000001527,EXTERIOR,0.0
27.680000000001527,GRANULACION_II,nan
27.680000000001527,ESC_MAT,nan
27.680000000001527,ESC_PER,nan
27.69000000000153,EXTERIOR,0.0
27.69000000000153,GRANULACION_II,nan
27.69000000000153,ESC_MAT,nan
27.69000000000153,ESC_PER,nan
27.70000000000153,EXTERIOR,0.0
27.70000000000153,GRANULACION_II,nan
27.70000000000153,ESC_MAT,nan
27.70000000000153,ESC_PER,nan
27.710000000001532,EXTERIOR,0.0
27.710000000001532,GRANULACION_II,nan
27.710000000001532,ESC_MAT,nan
27.710000000001532,ESC_PER,nan
27.720000000001534,EXTERIOR,0.0
27.720000000001534,GRANULACION_II,nan
27.720000000001534,ESC_MAT,nan
27.720000000001534,ESC_PER,nan
27.730000000001535,EXTERIOR,0.0
27.730000000001535,GRANULACION_II,nan
27.730000000001535,ESC_MAT,nan
27.730000000001535,ESC_PER,nan
27.740000000001537,EXTERIOR,0.0
27.740000000001537,GRANULACION_II,nan
27.740000000001537,ESC_MAT,nan
27.740000000001537,ESC_PER,nan
27.75000000000154,EXTERIOR,0.0
27.75000000000154,GRANULACION_II,nan
27.75000000000154,ESC_MAT,nan
27.75000000000154,ESC_PER,nan
27.76000000000154,EXTERIOR,0.0
27.76000000000154,GRANULACION_II,nan
27.76000000000154,ESC_MAT,nan
27.76000000000154,ESC_PER,nan
27.77000000000154,EXTERIOR,0.0
27.77000000000154,GRANULACION_II,nan
27.77000000000154,ESC_MAT,nan
27.77000000000154,ESC_PER,nan
27.780000000001543,EXTERIOR,0.0
27.780000000001543,GRANULACION_II,nan
27.780000000001543,ESC_MAT,nan
27.780000000001543,ESC_PER,nan
27.790000000001545,EXTERIOR,0.0
27.790000000001545,GRANULACION_II,nan
27.790000000001545,ESC_MAT,nan
27.790000000001545,ESC_PER,nan
27.800000000001546,EXTERIOR,0.0
27.800000000001546,GRANULACION_II,nan
27.800000000001546,ESC_MAT,nan
27.800000000001546,ESC_PER,nan
27.810000000001548,EXTERIOR,0.0
27.810000000001548,GRANULACION_II,nan
27.810000000001548,ESC_MAT,nan
27.810000000001548,ESC_PER,nan
27.82000000000155,EXTERIOR,0.0
27.82000000000155,GRANULACION_II,nan
27.82000000000155,ESC_MAT,nan
27.82000000000155,ESC_PER,nan
27.83000000000155,EXTERIOR,0.0
27.83000000000155,GRANULACION_II,nan
27.83000000000155,ESC_MAT,nan
27.83000000000155,ESC_PER,nan
27.840000000001552,EXTERIOR,0.0
27.840000000001552,GRANULACION_II,nan
27.840000000001552,ESC_MAT,nan
27.840000000001552,ESC_PER,nan
27.850000000001554,EXTERIOR,0.0
27.850000000001554,GRANULACION_II,nan
27.850000000001554,ESC_MAT,nan
27.850000000001554,ESC_PER,nan
27.860000000001556,EXTERIOR,0.0
27.860000000001556,GRANULACION_II,nan
27.860000000001556,ESC_MAT,nan
27.860000000001556,ESC_PER,nan
27.870000000001557,EXTERIOR,0.0
27.870000000001557,GRANULACION_II,nan
27.870000000001557,ESC_MAT,nan
27.870000000001557,ESC_PER,nan
27.88000000000156,EXTERIOR,0.0
27.88000000000156,GRANULACION_II,nan
27.88000000000156,ESC_MAT,nan
27.88000000000156,ESC_PER,nan
27.89000000000156,EXTERIOR,0.0
27.89000000000156,GRANULACION_II,nan
27.89000000000156,ESC_MAT,nan
27.89000000000156,ESC_PER,nan
27.90000000000156,EXTERIOR,0.0
27.90000000000156,GRANULACION_II,nan
27.90000000000156,ESC_MAT,nan
27.90000000000156,ESC_PER,nan
27.910000000001563,EXTERIOR,0.0
27.910000000001563,GRANULACION_II,nan
27.910000000001563,ESC_MAT,nan
27.910000000001563,ESC_PER,nan
27.920000000001565,EXTERIOR,0.0
27.920000000001565,GRANULACION_II,nan
27.920000000001565,ESC_MAT,nan
27.920000000001565,ESC_PER,nan
27.930000000001566,EXTERIOR,0.0
27.930000000001566,GRANULACION_II,nan
27.930000000001566,ESC_MAT,nan
27.930000000001566,ESC_PER,nan
27.940000000001568,EXTERIOR,0.0
27.940000000001568,GRANULACION_II,nan
27.940000000001568,ESC_MAT,nan
27.940000000001568,ESC_PER,nan
27.95000000000157,EXTERIOR,0.0
27.95000000000157,GRANULACION_II,nan
27.95000000000157,ESC_MAT,nan
27.95000000000157,ESC_PER,nan
27.96000000000157,EXTERIOR,0.0
27.96000000000157,GRANULACION_II,nan
27.96000000000157,ESC_MAT,nan
27.96000000000157,ESC_PER,nan
27.970000000001573,EXTERIOR,0.0
27.970000000001573,GRANULACION_II,nan
27.970000000001573,ESC_MAT,nan
27.970000000001573,ESC_PER,nan
27.980000000001574,EXTERIOR,0.0
27.980000000001574,GRANULACION_II,nan
27.980000000001574,ESC_MAT,nan
27.980000000001574,ESC_PER,nan
27.990000000001576,EXTERIOR,0.0
27.990000000001576,GRANULACION_II,nan
27.990000000001576,ESC_MAT,nan
27.990000000001576,ESC_PER,nan
28.000000000001577,EXTERIOR,0.0
28.000000000001577,GRANULACION_II,nan
28.000000000001577,ESC_MAT,nan
28.000000000001577,ESC_PER,nan
28.01000000000158,EXTERIOR,0.0
28.01000000000158,GRANULACION_II,nan
28.01000000000158,ESC_MAT,nan
28.01000000000158,ESC_PER,nan
28.02000000000158,EXTERIOR,0.0
28.02000000000158,GRANULACION_II,nan
28.02000000000158,ESC_MAT,nan
28.02000000000158,ESC_PER,nan
28.030000000001582,EXTERIOR,0.0
28.030000000001582,GRANULACION_II,nan
28.030000000001582,ESC_MAT,nan
28.030000000001582,ESC_PER,nan
28.040000000001584,EXTERIOR,0.0
28.040000000001584,GRANULACION_II,nan
28.040000000001584,ESC_MAT,nan
28.040000000001584,ESC_PER,nan
28.050000000001585,EXTERIOR,0.0
28.050000000001585,GRANULACION_II,nan
28.050000000001585,ESC_MAT,nan
28.050000000001585,ESC_PER,nan
28.060000000001587,EXTERIOR,0.0
28.060000000001587,GRANULACION_II,nan
28.060000000001587,ESC_MAT,nan
28.060000000001587,ESC_PER,nan
28.07000000000159,EXTERIOR,0.0
28.07000000000159,GRANULACION_II,nan
28.07000000000159,ESC_MAT,nan
28.07000000000159,ESC_PER,nan
28.08000000000159,EXTERIOR,0.0
28.08000000000159,GRANULACION_II,nan
28.08000000000159,ESC_MAT,nan
28.08000000000159,ESC_PER,nan
28.09000000000159,EXTERIOR,0.0
28.09000000000159,GRANULACION_II,nan
28.09000000000159,ESC_MAT,nan
28.09000000000159,ESC_PER,nan
28.100000000001593,EXTERIOR,0.0
28.100000000001593,GRANULACION_II,nan
28.100000000001593,ESC_MAT,nan
28.100000000001593,ESC_PER,nan
28.110000000001595,EXTERIOR,0.0
28.110000000001595,GRANULACION_II,nan
28.110000000001595,ESC_MAT,nan
28.110000000001595,ESC_PER,nan
28.120000000001596,EXTERIOR,0.0
28.120000000001596,GRANULACION_II,nan
28.120000000001596,ESC_MAT,nan
28.120000000001596,ESC_PER,nan
28.130000000001598,EXTERIOR,0.0
28.130000000001598,GRANULACION_II,nan
28.130000000001598,ESC_MAT,nan
28.130000000001598,ESC_PER,nan
28.1400000000016,EXTERIOR,0.0
28.1400000000016,GRANULACION_II,nan
28.1400000000016,ESC_MAT,nan
28.1400000000016,ESC_PER,nan
28.1500000000016,EXTERIOR,0.0
28.1500000000016,GRANULACION_II,nan
28.1500000000016,ESC_MAT,nan
28.1500000000016,ESC_PER,nan
28.160000000001602,EXTERIOR,0.0
28.160000000001602,GRANULACION_II,nan
28.160000000001602,ESC_MAT,nan
28.160000000001602,ESC_PER,nan
28.170000000001604,EXTERIOR,0.0
28.170000000001604,GRANULACION_II,nan
28.170000000001604,ESC_MAT,nan
28.170000000001604,ESC_PER,nan
28.180000000001606,EXTERIOR,0.0
28.180000000001606,GRANULACION_II,nan
28.180000000001606,ESC_MAT,nan
28.180000000001606,ESC_PER,nan
28.190000000001607,EXTERIOR,0.0
28.190000000001607,GRANULACION_II,nan
28.190000000001607,ESC_MAT,nan
28.190000000001607,ESC_PER,nan
28.20000000000161,EXTERIOR,0.0
28.20000000000161,GRANULACION_II,nan
28.20000000000161,ESC_MAT,nan
28.20000000000161,ESC_PER,nan
28.21000000000161,EXTERIOR,0.0
28.21000000000161,GRANULACION_II,nan
28.21000000000161,ESC_MAT,nan
28.21000000000161,ESC_PER,nan
28.220000000001612,EXTERIOR,0.0
28.220000000001612,GRANULACION_II,nan
28.220000000001612,ESC_MAT,nan
28.220000000001612,ESC_PER,nan
28.230000000001613,EXTERIOR,0.0
28.230000000001613,GRANULACION_II,nan
28.230000000001613,ESC_MAT,nan
28.230000000001613,ESC_PER,nan
28.240000000001615,EXTERIOR,0.0
28.240000000001615,GRANULACION_II,nan
28.240000000001615,ESC_MAT,nan
28.240000000001615,ESC_PER,nan
28.250000000001616,EXTERIOR,0.0
28.250000000001616,GRANULACION_II,nan
28.250000000001616,ESC_MAT,nan
28.250000000001616,ESC_PER,nan
28.260000000001618,EXTERIOR,0.0
28.260000000001618,GRANULACION_II,nan
28.260000000001618,ESC_MAT,nan
28.260000000001618,ESC_PER,nan
28.27000000000162,EXTERIOR,0.0
28.27000000000162,GRANULACION_II,nan
28.27000000000162,ESC_MAT,nan
28.27000000000162,ESC_PER,nan
28.28000000000162,EXTERIOR,0.0
28.28000000000162,GRANULACION_II,nan
28.28000000000162,ESC_MAT,nan
28.28000000000162,ESC_PER,nan
28.290000000001623,EXTERIOR,0.0
28.290000000001623,GRANULACION_II,nan
28.290000000001623,ESC_MAT,nan
28.290000000001623,ESC_PER,nan
28.300000000001624,EXTERIOR,0.0
28.300000000001624,GRANULACION_II,nan
28.300000000001624,ESC_MAT,nan
28.300000000001624,ESC_PER,nan
28.310000000001626,EXTERIOR,0.0
28.310000000001626,GRANULACION_II,nan
28.310000000001626,ESC_MAT,nan
28.310000000001626,ESC_PER,nan
28.320000000001627,EXTERIOR,0.0
28.320000000001627,GRANULACION_II,nan
28.320000000001627,ESC_MAT,nan
28.320000000001627,ESC_PER,nan
28.33000000000163,EXTERIOR,0.0
28.33000000000163,GRANULACION_II,nan
28.33000000000163,ESC_MAT,nan
28.33000000000163,ESC_PER,nan
28.34000000000163,EXTERIOR,0.0
28.34000000000163,GRANULACION_II,nan
28.34000000000163,ESC_MAT,nan
28.34000000000163,ESC_PER,nan
28.350000000001632,EXTERIOR,0.0
28.350000000001632,GRANULACION_II,nan
28.350000000001632,ESC_MAT,nan
28.350000000001632,ESC_PER,nan
28.360000000001634,EXTERIOR,0.0
28.360000000001634,GRANULACION_II,nan
28.360000000001634,ESC_MAT,nan
28.360000000001634,ESC_PER,nan
28.370000000001635,EXTERIOR,0.0
28.370000000001635,GRANULACION_II,nan
28.370000000001635,ESC_MAT,nan
28.370000000001635,ESC_PER,nan
28.380000000001637,EXTERIOR,0.0
28.380000000001637,GRANULACION_II,nan
28.380000000001637,ESC_MAT,nan
28.380000000001637,ESC_PER,nan
28.39000000000164,EXTERIOR,0.0
28.39000000000164,GRANULACION_II,nan
28.39000000000164,ESC_MAT,nan
28.39000000000164,ESC_PER,nan
28.40000000000164,EXTERIOR,0.0
28.40000000000164,GRANULACION_II,nan
28.40000000000164,ESC_MAT,nan
28.40000000000164,ESC_PER,nan
28.41000000000164,EXTERIOR,0.0
28.41000000000164,GRANULACION_II,nan
28.41000000000164,ESC_MAT,nan
28.41000000000164,ESC_PER,nan
28.420000000001643,EXTERIOR,0.0
28.420000000001643,GRANULACION_II,nan
28.420000000001643,ESC_MAT,nan
28.420000000001643,ESC_PER,nan
28.430000000001645,EXTERIOR,0.0
28.430000000001645,GRANULACION_II,nan
28.430000000001645,ESC_MAT,nan
28.430000000001645,ESC_PER,nan
28.440000000001646,EXTERIOR,0.0
28.440000000001646,GRANULACION_II,nan
28.440000000001646,ESC_MAT,nan
28.440000000001646,ESC_PER,nan
28.450000000001648,EXTERIOR,0.0
28.450000000001648,GRANULACION_II,nan
28.450000000001648,ESC_MAT,nan
28.450000000001648,ESC_PER,nan
28.46000000000165,EXTERIOR,0.0
28.46000000000165,GRANULACION_II,nan
28.46000000000165,ESC_MAT,nan
28.46000000000165,ESC_PER,nan
28.47000000000165,EXTERIOR,0.0
28.47000000000165,GRANULACION_II,nan
28.47000000000165,ESC_MAT,nan
28.47000000000165,ESC_PER,nan
28.480000000001652,EXTERIOR,0.0
28.480000000001652,GRANULACION_II,nan
28.480000000001652,ESC_MAT,nan
28.480000000001652,ESC_PER,nan
28.490000000001654,EXTERIOR,0.0
28.490000000001654,GRANULACION_II,nan
28.490000000001654,ESC_MAT,nan
28.490000000001654,ESC_PER,nan
28.500000000001656,EXTERIOR,0.0
28.500000000001656,GRANULACION_II,nan
28.500000000001656,ESC_MAT,nan
28.500000000001656,ESC_PER,nan
28.510000000001657,EXTERIOR,0.0
28.510000000001657,GRANULACION_II,nan
28.510000000001657,ESC_MAT,nan
28.510000000001657,ESC_PER,nan
28.52000000000166,EXTERIOR,0.0
28.52000000000166,GRANULACION_II,nan
28.52000000000166,ESC_MAT,nan
28.52000000000166,ESC_PER,nan
28.53000000000166,EXTERIOR,0.0
28.53000000000166,GRANULACION_II,nan
28.53000000000166,ESC_MAT,nan
28.53000000000166,ESC_PER,nan
28.540000000001662,EXTERIOR,0.0
28.540000000001662,GRANULACION_II,nan
28.540000000001662,ESC_MAT,nan
28.540000000001662,ESC_PER,nan
28.550000000001663,EXTERIOR,0.0
28.550000000001663,GRANULACION_II,nan
28.550000000001663,ESC_MAT,nan
28.550000000001663,ESC_PER,nan
28.560000000001665,EXTERIOR,0.0
28.560000000001665,GRANULACION_II,nan
28.560000000001665,ESC_MAT,nan
28.560000000001665,ESC_PER,nan
28.570000000001667,EXTERIOR,0.0
28.570000000001667,GRANULACION_II,nan
28.570000000001667,ESC_MAT,nan
28.570000000001667,ESC_PER,nan
28.580000000001668,EXTERIOR,0.0
28.580000000001668,GRANULACION_II,nan
28.580000000001668,ESC_MAT,nan
28.580000000001668,ESC_PER,nan
28.59000000000167,EXTERIOR,0.0
28.59000000000167,GRANULACION_II,nan
28.59000000000167,ESC_MAT,nan
28.59000000000167,ESC_PER,nan
28.60000000000167,EXTERIOR,0.0
28.60000000000167,GRANULACION_II,nan
28.60000000000167,ESC_MAT,nan
28.60000000000167,ESC_PER,nan
28.610000000001673,EXTERIOR,0.0
28.610000000001673,GRANULACION_II,nan
28.610000000001673,ESC_MAT,nan
28.610000000001673,ESC_PER,nan
28.620000000001674,EXTERIOR,0.0
