time,link,area,delta_p
33.16000000000197,L1,0.015,nan
33.16000000000197,L2,0.015,nan
33.16000000000197,L3,0.003,nan
33.16000000000197,L4,0.003,nan
33.17000000000197,L1,0.015,nan
33.17000000000197,L2,0.015,nan
33.17000000000197,L3,0.003,nan
33.17000000000197,L4,0.003,nan
33.18000000000197,L1,0.015,nan
33.18000000000197,L2,0.015,nan
33.18000000000197,L3,0.003,nan
33.18000000000197,L4,0.003,nan
33.190000000001966,L1,0.015,nan
33.190000000001966,L2,0.015,nan
33.190000000001966,L3,0.003,nan
33.190000000001966,L4,0.003,nan
33.200000000001964,L1,0.015,nan
33.200000000001964,L2,0.015,nan
33.200000000001964,L3,0.003,nan
33.200000000001964,L4,0.003,nan
33.21000000000196,L1,0.015,nan
33.21000000000196,L2,0.015,nan
33.21000000000196,L3,0.003,nan
33.21000000000196,L4,0.003,nan
33.22000000000196,L1,0.015,nan
33.22000000000196,L2,0.015,nan
33.22000000000196,L3,0.003,nan
33.22000000000196,L4,0.003,nan
33.23000000000196,L1,0.015,nan
33.23000000000196,L2,0.015,nan
33.23000000000196,L3,0.003,nan
33.23000000000196,L4,0.003,nan
33.240000000001956,L1,0.015,nan
33.240000000001956,L2,0.015,nan
33.240000000001956,L3,0.003,nan
33.240000000001956,L4,0.003,nan
33.250000000001954,L1,0.015,nan
33.250000000001954,L2,0.015,nan
33.250000000001954,L3,0.003,nan
33.250000000001954,L4,0.003,nan
33.26000000000195,L1,0.015,nan
33.26000000000195,L2,0.015,nan
33.26000000000195,L3,0.003,nan
33.26000000000195,L4,0.003,nan
33.27000000000195,L1,0.015,nan
33.27000000000195,L2,0.015,nan
33.27000000000195,L3,0.003,nan
33.27000000000195,L4,0.003,nan
33.28000000000195,L1,0.015,nan
33.28000000000195,L2,0.015,nan
33.28000000000195,L3,0.003,nan
33.28000000000195,L4,0.003,nan
33.290000000001946,L1,0.015,nan
33.290000000001946,L2,0.015,nan
33.290000000001946,L3,0.003,nan
33.290000000001946,L4,0.003,nan
33.300000000001944,L1,0.015,nan
33.300000000001944,L2,0.015,nan
33.300000000001944,L3,0.003,nan
33.300000000001944,L4,0.003,nan
33.31000000000194,L1,0.015,nan
33.31000000000194,L2,0.015,nan
33.31000000000194,L3,0.003,nan
33.31000000000194,L4,0.003,nan
33.32000000000194,L1,0.015,nan
33.32000000000194,L2,0.015,nan
33.32000000000194,L3,0.003,nan
33.32000000000194,L4,0.003,nan
33.33000000000194,L1,0.015,nan
33.33000000000194,L2,0.015,nan
33.33000000000194,L3,0.003,nan
33.33000000000194,L4,0.003,nan
33.340000000001936,L1,0.015,nan
33.340000000001936,L2,0.015,nan
33.340000000001936,L3,0.003,nan
33.340000000001936,L4,0.003,nan
33.350000000001934,L1,0.015,nan
33.350000000001934,L2,0.015,nan
33.350000000001934,L3,0.003,nan
33.350000000001934,L4,0.003,nan
33.36000000000193,L1,0.015,nan
33.36000000000193,L2,0.015,nan
33.36000000000193,L3,0.003,nan
33.36000000000193,L4,0.003,nan
33.37000000000193,L1,0.015,nan
33.37000000000193,L2,0.015,nan
33.37000000000193,L3,0.003,nan
33.37000000000193,L4,0.003,nan
33.38000000000193,L1,0.015,nan
33.38000000000193,L2,0.015,nan
33.38000000000193,L3,0.003,nan
33.38000000000193,L4,0.003,nan
33.390000000001926,L1,0.015,nan
33.390000000001926,L2,0.015,nan
33.390000000001926,L3,0.003,nan
33.390000000001926,L4,0.003,nan
33.400000000001924,L1,0.015,nan
33.400000000001924,L2,0.015,nan
33.400000000001924,L3,0.003,nan
33.400000000001924,L4,0.003,nan
33.41000000000192,L1,0.015,nan
33.41000000000192,L2,0.015,nan
33.41000000000192,L3,0.003,nan
33.41000000000192,L4,0.003,nan
33.42000000000192,L1,0.015,nan
33.42000000000192,L2,0.015,nan
33.42000000000192,L3,0.003,nan
33.42000000000192,L4,0.003,nan
33.43000000000192,L1,0.015,nan
33.43000000000192,L2,0.015,nan
33.43000000000192,L3,0.003,nan
33.43000000000192,L4,0.003,nan
33.440000000001916,L1,0.015,nan
33.440000000001916,L2,0.015,nan
33.440000000001916,L3,0.003,nan
33.440000000001916,L4,0.003,nan
33.450000000001914,L1,0.015,nan
33.450000000001914,L2,0.015,nan
33.450000000001914,L3,0.003,nan
33.450000000001914,L4,0.003,nan
33.46000000000191,L1,0.015,nan
33.46000000000191,L2,0.015,nan
33.46000000000191,L3,0.003,nan
33.46000000000191,L4,0.003,nan
33.47000000000191,L1,0.015,nan
33.47000000000191,L2,0.015,nan
33.47000000000191,L3,0.003,nan
33.47000000000191,L4,0.003,nan
33.48000000000191,L1,0.015,nan
33.48000000000191,L2,0.015,nan
33.48000000000191,L3,0.003,nan
33.48000000000191,L4,0.003,nan
33.490000000001906,L1,0.015,nan
33.490000000001906,L2,0.015,nan
33.490000000001906,L3,0.003,nan
33.490000000001906,L4,0.003,nan
33.500000000001904,L1,0.015,nan
33.500000000001904,L2,0.015,nan
33.500000000001904,L3,0.003,nan
33.500000000001904,L4,0.003,nan
33.5100000000019,L1,0.015,nan
33.5100000000019,L2,0.015,nan
33.5100000000019,L3,0.003,nan
33.5100000000019,L4,0.003,nan
33.5200000000019,L1,0.015,nan
33.5200000000019,L2,0.015,nan
33.5200000000019,L3,0.003,nan
33.5200000000019,L4,0.003,nan
33.5300000000019,L1,0.015,nan
33.5300000000019,L2,0.015,nan
33.5300000000019,L3,0.003,nan
33.5300000000019,L4,0.003,nan
33.540000000001896,L1,0.015,nan
33.540000000001896,L2,0.015,nan
33.540000000001896,L3,0.003,nan
33.540000000001896,L4,0.003,nan
33.550000000001894,L1,0.015,nan
33.550000000001894,L2,0.015,nan
33.550000000001894,L3,0.003,nan
33.550000000001894,L4,0.003,nan
33.56000000000189,L1,0.015,nan
33.56000000000189,L2,0.015,nan
33.56000000000189,L3,0.003,nan
33.56000000000189,L4,0.003,nan
33.57000000000189,L1,0.015,nan
33.57000000000189,L2,0.015,nan
33.57000000000189,L3,0.003,nan
33.57000000000189,L4,0.003,nan
33.58000000000189,L1,0.015,nan
33.58000000000189,L2,0.015,nan
33.58000000000189,L3,0.003,nan
33.58000000000189,L4,0.003,nan
33.590000000001886,L1,0.015,nan
33.590000000001886,L2,0.015,nan
33.590000000001886,L3,0.003,nan
33.590000000001886,L4,0.003,nan
33.600000000001884,L1,0.015,nan
33.600000000001884,L2,0.015,nan
33.600000000001884,L3,0.003,nan
33.600000000001884,L4,0.003,nan
33.61000000000188,L1,0.015,nan
33.61000000000188,L2,0.015,nan
33.61000000000188,L3,0.003,nan
33.61000000000188,L4,0.003,nan
33.62000000000188,L1,0.015,nan
33.62000000000188,L2,0.015,nan
33.62000000000188,L3,0.003,nan
33.62000000000188,L4,0.003,nan
33.63000000000188,L1,0.015,nan
33.63000000000188,L2,0.015,nan
33.63000000000188,L3,0.003,nan
33.63000000000188,L4,0.003,nan
33.640000000001876,L1,0.015,nan
33.640000000001876,L2,0.015,nan
33.640000000001876,L3,0.003,nan
33.640000000001876,L4,0.003,nan
33.650000000001874,L1,0.015,nan
33.650000000001874,L2,0.015,nan
33.650000000001874,L3,0.003,nan
33.650000000001874,L4,0.003,nan
33.66000000000187,L1,0.015,nan
33.66000000000187,L2,0.015,nan
33.66000000000187,L3,0.003,nan
33.66000000000187,L4,0.003,nan
33.67000000000187,L1,0.015,nan
33.67000000000187,L2,0.015,nan
33.67000000000187,L3,0.003,nan
33.67000000000187,L4,0.003,nan
33.68000000000187,L1,0.015,nan
33.68000000000187,L2,0.015,nan
33.68000000000187,L3,0.003,nan
33.68000000000187,L4,0.003,nan
33.69000000000187,L1,0.015,nan
33.69000000000187,L2,0.015,nan
33.69000000000187,L3,0.003,nan
33.69000000000187,L4,0.003,nan
33.700000000001864,L1,0.015,nan
33.700000000001864,L2,0.015,nan
33.700000000001864,L3,0.003,nan
33.700000000001864,L4,0.003,nan
33.71000000000186,L1,0.015,nan
33.71000000000186,L2,0.015,nan
33.71000000000186,L3,0.003,nan
33.71000000000186,L4,0.003,nan
33.72000000000186,L1,0.015,nan
33.72000000000186,L2,0.015,nan
33.72000000000186,L3,0.003,nan
33.72000000000186,L4,0.003,nan
33.73000000000186,L1,0.015,nan
33.73000000000186,L2,0.015,nan
33.73000000000186,L3,0.003,nan
33.73000000000186,L4,0.003,nan
33.74000000000186,L1,0.015,nan
33.74000000000186,L2,0.015,nan
33.74000000000186,L3,0.003,nan
33.74000000000186,L4,0.003,nan
33.750000000001855,L1,0.015,nan
33.750000000001855,L2,0.015,nan
33.750000000001855,L3,0.003,nan
33.750000000001855,L4,0.003,nan
33.76000000000185,L1,0.015,nan
33.76000000000185,L2,0.015,nan
33.76000000000185,L3,0.003,nan
33.76000000000185,L4,0.003,nan
33.77000000000185,L1,0.015,nan
33.77000000000185,L2,0.015,nan
33.77000000000185,L3,0.003,nan
33.77000000000185,L4,0.003,nan
33.78000000000185,L1,0.015,nan
33.78000000000185,L2,0.015,nan
33.78000000000185,L3,0.003,nan
33.78000000000185,L4,0.003,nan
33.79000000000185,L1,0.015,nan
33.79000000000185,L2,0.015,nan
33.79000000000185,L3,0.003,nan
33.79000000000185,L4,0.003,nan
33.800000000001845,L1,0.015,nan
33.800000000001845,L2,0.015,nan
33.800000000001845,L3,0.003,nan
33.800000000001845,L4,0.003,nan
33.81000000000184,L1,0.015,nan
33.81000000000184,L2,0.015,nan
33.81000000000184,L3,0.003,nan
33.81000000000184,L4,0.003,nan
33.82000000000184,L1,0.015,nan
33.82000000000184,L2,0.015,nan
33.82000000000184,L3,0.003,nan
33.82000000000184,L4,0.003,nan
33.83000000000184,L1,0.015,nan
33.83000000000184,L2,0.015,nan
33.83000000000184,L3,0.003,nan
33.83000000000184,L4,0.003,nan
33.84000000000184,L1,0.015,nan
33.84000000000184,L2,0.015,nan
33.84000000000184,L3,0.003,nan
33.84000000000184,L4,0.003,nan
33.850000000001835,L1,0.015,nan
33.850000000001835,L2,0.015,nan
33.850000000001835,L3,0.003,nan
33.850000000001835,L4,0.003,nan
33.86000000000183,L1,0.015,nan
33.86000000000183,L2,0.015,nan
33.86000000000183,L3,0.003,nan
33.86000000000183,L4,0.003,nan
33.87000000000183,L1,0.015,nan
33.87000000000183,L2,0.015,nan
33.87000000000183,L3,0.003,nan
33.87000000000183,L4,0.003,nan
33.88000000000183,L1,0.015,nan
33.88000000000183,L2,0.015,nan
33.88000000000183,L3,0.003,nan
33.88000000000183,L4,0.003,nan
33.89000000000183,L1,0.015,nan
33.89000000000183,L2,0.015,nan
33.89000000000183,L3,0.003,nan
33.89000000000183,L4,0.003,nan
33.900000000001825,L1,0.015,nan
33.900000000001825,L2,0.015,nan
33.900000000001825,L3,0.003,nan
33.900000000001825,L4,0.003,nan
33.91000000000182,L1,0.015,nan
33.91000000000182,L2,0.015,nan
33.91000000000182,L3,0.003,nan
33.91000000000182,L4,0.003,nan
33.92000000000182,L1,0.015,nan
33.92000000000182,L2,0.015,nan
33.92000000000182,L3,0.003,nan
33.92000000000182,L4,0.003,nan
33.93000000000182,L1,0.015,nan
33.93000000000182,L2,0.015,nan
33.93000000000182,L3,0.003,nan
33.93000000000182,L4,0.003,nan
33.94000000000182,L1,0.015,nan
33.94000000000182,L2,0.015,nan
33.94000000000182,L3,0.003,nan
33.94000000000182,L4,0.003,nan
33.950000000001815,L1,0.015,nan
33.950000000001815,L2,0.015,nan
33.950000000001815,L3,0.003,nan
33.950000000001815,L4,0.003,nan
33.96000000000181,L1,0.015,nan
33.96000000000181,L2,0.015,nan
33.96000000000181,L3,0.003,nan
33.96000000000181,L4,0.003,nan
33.97000000000181,L1,0.015,nan
33.97000000000181,L2,0.015,nan
33.97000000000181,L3,0.003,nan
33.97000000000181,L4,0.003,nan
33.98000000000181,L1,0.015,nan
33.98000000000181,L2,0.015,nan
33.98000000000181,L3,0.003,nan
33.98000000000181,L4,0.003,nan
33.99000000000181,L1,0.015,nan
33.99000000000181,L2,0.015,nan
33.99000000000181,L3,0.003,nan
33.99000000000181,L4,0.003,nan
34.000000000001805,L1,0.015,nan
34.000000000001805,L2,0.015,nan
34.000000000001805,L3,0.003,nan
34.000000000001805,L4,0.003,nan
34.0100000000018,L1,0.015,nan
34.0100000000018,L2,0.015,nan
34.0100000000018,L3,0.003,nan
34.0100000000018,L4,0.003,nan
34.0200000000018,L1,0.015,nan
34.0200000000018,L2,0.015,nan
34.0200000000018,L3,0.003,nan
34.0200000000018,L4,0.003,nan
34.0300000000018,L1,0.015,nan
34.0300000000018,L2,0.015,nan
34.0300000000018,L3,0.003,nan
34.0300000000018,L4,0.003,nan
34.0400000000018,L1,0.015,nan
34.0400000000018,L2,0.015,nan
34.0400000000018,L3,0.003,nan
34.0400000000018,L4,0.003,nan
34.050000000001795,L1,0.015,nan
34.050000000001795,L2,0.015,nan
34.050000000001795,L3,0.003,nan
34.050000000001795,L4,0.003,nan
34.06000000000179,L1,0.015,nan
34.06000000000179,L2,0.015,nan
34.06000000000179,L3,0.003,nan
34.06000000000179,L4,0.003,nan
34.07000000000179,L1,0.015,nan
34.07000000000179,L2,0.015,nan
34.07000000000179,L3,0.003,nan
34.07000000000179,L4,0.003,nan
34.08000000000179,L1,0.015,nan
34.08000000000179,L2,0.015,nan
34.08000000000179,L3,0.003,nan
34.08000000000179,L4,0.003,nan
34.09000000000179,L1,0.015,nan
34.09000000000179,L2,0.015,nan
34.09000000000179,L3,0.003,nan
34.09000000000179,L4,0.003,nan
34.100000000001785,L1,0.015,nan
34.100000000001785,L2,0.015,nan
34.100000000001785,L3,0.003,nan
34.100000000001785,L4,0.003,nan
34.11000000000178,L1,0.015,nan
34.11000000000178,L2,0.015,nan
34.11000000000178,L3,0.003,nan
34.11000000000178,L4,0.003,nan
34.12000000000178,L1,0.015,nan
34.12000000000178,L2,0.015,nan
34.12000000000178,L3,0.003,nan
34.12000000000178,L4,0.003,nan
34.13000000000178,L1,0.015,nan
34.13000000000178,L2,0.015,nan
34.13000000000178,L3,0.003,nan
34.13000000000178,L4,0.003,nan
34.14000000000178,L1,0.015,nan
34.14000000000178,L2,0.015,nan
34.14000000000178,L3,0.003,nan
34.14000000000178,L4,0.003,nan
34.150000000001775,L1,0.015,nan
34.150000000001775,L2,0.015,nan
34.150000000001775,L3,0.003,nan
34.150000000001775,L4,0.003,nan
34.16000000000177,L1,0.015,nan
34.16000000000177,L2,0.015,nan
34.16000000000177,L3,0.003,nan
34.16000000000177,L4,0.003,nan
34.17000000000177,L1,0.015,nan
34.17000000000177,L2,0.015,nan
34.17000000000177,L3,0.003,nan
34.17000000000177,L4,0.003,nan
34.18000000000177,L1,0.015,nan
34.18000000000177,L2,0.015,nan
34.18000000000177,L3,0.003,nan
34.18000000000177,L4,0.003,nan
34.19000000000177,L1,0.015,nan
34.19000000000177,L2,0.015,nan
34.19000000000177,L3,0.003,nan
34.19000000000177,L4,0.003,nan
34.200000000001765,L1,0.015,nan
34.200000000001765,L2,0.015,nan
34.200000000001765,L3,0.003,nan
34.200000000001765,L4,0.003,nan
34.21000000000176,L1,0.015,nan
34.21000000000176,L2,0.015,nan
34.21000000000176,L3,0.003,nan
34.21000000000176,L4,0.003,nan
34.22000000000176,L1,0.015,nan
34.22000000000176,L2,0.015,nan
34.22000000000176,L3,0.003,nan
34.22000000000176,L4,0.003,nan
34.23000000000176,L1,0.015,nan
34.23000000000176,L2,0.015,nan
34.23000000000176,L3,0.003,nan
34.23000000000176,L4,0.003,nan
34.24000000000176,L1,0.015,nan
34.24000000000176,L2,0.015,nan
34.24000000000176,L3,0.003,nan
34.24000000000176,L4,0.003,nan
34.250000000001755,L1,0.015,nan
34.250000000001755,L2,0.015,nan
34.250000000001755,L3,0.003,nan
34.250000000001755,L4,0.003,nan
34.26000000000175,L1,0.015,nan
34.26000000000175,L2,0.015,nan
34.26000000000175,L3,0.003,nan
34.26000000000175,L4,0.003,nan
34.27000000000175,L1,0.015,nan
34.27000000000175,L2,0.015,nan
34.27000000000175,L3,0.003,nan
34.27000000000175,L4,0.003,nan
34.28000000000175,L1,0.015,nan
34.28000000000175,L2,0.015,nan
34.28000000000175,L3,0.003,nan
34.28000000000175,L4,0.003,nan
34.29000000000175,L1,0.015,nan
34.29000000000175,L2,0.015,nan
34.29000000000175,L3,0.003,nan
34.29000000000175,L4,0.003,nan
34.300000000001745,L1,0.015,nan
34.300000000001745,L2,0.015,nan
34.300000000001745,L3,0.003,nan
34.300000000001745,L4,0.003,nan
34.31000000000174,L1,0.015,nan
34.31000000000174,L2,0.015,nan
34.31000000000174,L3,0.003,nan
34.31000000000174,L4,0.003,nan
34.32000000000174,L1,0.015,nan
34.32000000000174,L2,0.015,nan
34.32000000000174,L3,0.003,nan
34.32000000000174,L4,0.003,nan
34.33000000000174,L1,0.015,nan
34.33000000000174,L2,0.015,nan
34.33000000000174,L3,0.003,nan
34.33000000000174,L4,0.003,nan
34.34000000000174,L1,0.015,nan
34.34000000000174,L2,0.015,nan
34.34000000000174,L3,0.003,nan
34.34000000000174,L4,0.003,nan
34.350000000001735,L1,0.015,nan
34.350000000001735,L2,0.015,nan
34.350000000001735,L3,0.003,nan
34.350000000001735,L4,0.003,nan
34.36000000000173,L1,0.015,nan
34.36000000000173,L2,0.015,nan
34.36000000000173,L3,0.003,nan
34.36000000000173,L4,0.003,nan
34.37000000000173,L1,0.015,nan
34.37000000000173,L2,0.015,nan
34.37000000000173,L3,0.003,nan
34.37000000000173,L4,0.003,nan
34.38000000000173,L1,0.015,nan
34.38000000000173,L2,0.015,nan
34.38000000000173,L3,0.003,nan
34.38000000000173,L4,0.003,nan
34.39000000000173,L1,0.015,nan
34.39000000000173,L2,0.015,nan
34.39000000000173,L3,0.003,nan
34.39000000000173,L4,0.003,nan
34.400000000001725,L1,0.015,nan
34.400000000001725,L2,0.015,nan
34.400000000001725,L3,0.003,nan
34.400000000001725,L4,0.003,nan
34.41000000000172,L1,0.015,nan
34.41000000000172,L2,0.015,nan
34.41000000000172,L3,0.003,nan
34.41000000000172,L4,0.003,nan
34.42000000000172,L1,0.015,nan
34.42000000000172,L2,0.015,nan
34.42000000000172,L3,0.003,nan
34.42000000000172,L4,0.003,nan
34.43000000000172,L1,0.015,nan
34.43000000000172,L2,0.015,nan
34.43000000000172,L3,0.003,nan
34.43000000000172,L4,0.003,nan
34.44000000000172,L1,0.015,nan
34.44000000000172,L2,0.015,nan
34.44000000000172,L3,0.003,nan
34.44000000000172,L4,0.003,nan
34.450000000001715,L1,0.015,nan
34.450000000001715,L2,0.015,nan
34.450000000001715,L3,0.003,nan
34.450000000001715,L4,0.003,nan
34.46000000000171,L1,0.015,nan
34.46000000000171,L2,0.015,nan
34.46000000000171,L3,0.003,nan
34.46000000000171,L4,0.003,nan
34.47000000000171,L1,0.015,nan
34.47000000000171,L2,0.015,nan
34.47000000000171,L3,0.003,nan
34.47000000000171,L4,0.003,nan
34.48000000000171,L1,0.015,nan
34.48000000000171,L2,0.015,nan
34.48000000000171,L3,0.003,nan
34.48000000000171,L4,0.003,nan
34.49000000000171,L1,0.015,nan
34.49000000000171,L2,0.015,nan
34.49000000000171,L3,0.003,nan
34.49000000000171,L4,0.003,nan
34.500000000001705,L1,0.015,nan
34.500000000001705,L2,0.015,nan
34.500000000001705,L3,0.003,nan
34.500000000001705,L4,0.003,nan
34.5100000000017,L1,0.015,nan
34.5100000000017,L2,0.015,nan
34.5100000000017,L3,0.003,nan
34.5100000000017,L4,0.003,nan
34.5200000000017,L1,0.015,nan
34.5200000000017,L2,0.015,nan
34.5200000000017,L3,0.003,nan
34.5200000000017,L4,0.003,nan
34.5300000000017,L1,0.015,nan
34.5300000000017,L2,0.015,nan
34.5300000000017,L3,0.003,nan
34.5300000000017,L4,0.003,nan
34.5400000000017,L1,0.015,nan
34.5400000000017,L2,0.015,nan
34.5400000000017,L3,0.003,nan
34.5400000000017,L4,0.003,nan
34.550000000001695,L1,0.015,nan
34.550000000001695,L2,0.015,nan
34.550000000001695,L3,0.003,nan
34.550000000001695,L4,0.003,nan
34.56000000000169,L1,0.015,nan
34.56000000000169,L2,0.015,nan
34.56000000000169,L3,0.003,nan
34.56000000000169,L4,0.003,nan
34.57000000000169,L1,0.015,nan
34.57000000000169,L2,0.015,nan
34.57000000000169,L3,0.003,nan
34.57000000000169,L4,0.003,nan
34.58000000000169,L1,0.015,nan
34.58000000000169,L2,0.015,nan
34.58000000000169,L3,0.003,nan
34.58000000000169,L4,0.003,nan
34.59000000000169,L1,0.015,nan
34.59000000000169,L2,0.015,nan
34.59000000000169,L3,0.003,nan
34.59000000000169,L4,0.003,nan
34.600000000001685,L1,0.015,nan
34.600000000001685,L2,0.015,nan
34.600000000001685,L3,0.003,nan
34.600000000001685,L4,0.003,nan
34.61000000000168,L1,0.015,nan
34.61000000000168,L2,0.015,nan
34.61000000000168,L3,0.003,nan
34.61000000000168,L4,0.003,nan
34.62000000000168,L1,0.015,nan
34.62000000000168,L2,0.015,nan
34.62000000000168,L3,0.003,nan
34.62000000000168,L4,0.003,nan
34.63000000000168,L1,0.015,nan
34.63000000000168,L2,0.015,nan
34.63000000000168,L3,0.003,nan
34.63000000000168,L4,0.003,nan
34.64000000000168,L1,0.015,nan
34.64000000000168,L2,0.015,nan
34.64000000000168,L3,0.003,nan
34.64000000000168,L4,0.003,nan
34.650000000001675,L1,0.015,nan
34.650000000001675,L2,0.015,nan
34.650000000001675,L3,0.003,nan
34.650000000001675,L4,0.003,nan
34.66000000000167,L1,0.015,nan
34.66000000000167,L2,0.015,nan
34.66000000000167,L3,0.003,nan
34.66000000000167,L4,0.003,nan
34.67000000000167,L1,0.015,nan
34.67000000000167,L2,0.015,nan
34.67000000000167,L3,0.003,nan
34.67000000000167,L4,0.003,nan
34.68000000000167,L1,0.015,nan
34.68000000000167,L2,0.015,nan
34.68000000000167,L3,0.003,nan
34.68000000000167,L4,0.003,nan
34.69000000000167,L1,0.015,nan
34.69000000000167,L2,0.015,nan
34.69000000000167,L3,0.003,nan
34.69000000000167,L4,0.003,nan
34.700000000001666,L1,0.015,nan
34.700000000001666,L2,0.015,nan
34.700000000001666,L3,0.003,nan
34.700000000001666,L4,0.003,nan
34.71000000000166,L1,0.015,nan
34.71000000000166,L2,0.015,nan
34.71000000000166,L3,0.003,nan
34.71000000000166,L4,0.003,nan
34.72000000000166,L1,0.015,nan
34.72000000000166,L2,0.015,nan
34.72000000000166,L3,0.003,nan
34.72000000000166,L4,0.003,nan
34.73000000000166,L1,0.015,nan
34.73000000000166,L2,0.015,nan
34.73000000000166,L3,0.003,nan
34.73000000000166,L4,0.003,nan
34.74000000000166,L1,0.015,nan
34.74000000000166,L2,0.015,nan
34.74000000000166,L3,0.003,nan
34.74000000000166,L4,0.003,nan
34.750000000001656,L1,0.015,nan
34.750000000001656,L2,0.015,nan
34.750000000001656,L3,0.003,nan
34.750000000001656,L4,0.003,nan
34.760000000001654,L1,0.015,nan
34.760000000001654,L2,0.015,nan
34.760000000001654,L3,0.003,nan
34.760000000001654,L4,0.003,nan
34.77000000000165,L1,0.015,nan
34.77000000000165,L2,0.015,nan
34.77000000000165,L3,0.003,nan
34.77000000000165,L4,0.003,nan
34.78000000000165,L1,0.015,nan
34.78000000000165,L2,0.015,nan
34.78000000000165,L3,0.003,nan
34.78000000000165,L4,0.003,nan
34.79000000000165,L1,0.015,nan
34.79000000000165,L2,0.015,nan
34.79000000000165,L3,0.003,nan
34.79000000000165,L4,0.003,nan
34.800000000001646,L1,0.015,nan
34.800000000001646,L2,0.015,nan
34.800000000001646,L3,0.003,nan
34.800000000001646,L4,0.003,nan
34.810000000001644,L1,0.015,nan
34.810000000001644,L2,0.015,nan
34.810000000001644,L3,0.003,nan
34.810000000001644,L4,0.003,nan
34.82000000000164,L1,0.015,nan
34.82000000000164,L2,0.015,nan
34.82000000000164,L3,0.003,nan
34.82000000000164,L4,0.003,nan
34.83000000000164,L1,0.015,nan
34.83000000000164,L2,0.015,nan
34.83000000000164,L3,0.003,nan
34.83000000000164,L4,0.003,nan
34.84000000000164,L1,0.015,nan
34.84000000000164,L2,0.015,nan
34.84000000000164,L3,0.003,nan
34.84000000000164,L4,0.003,nan
34.850000000001636,L1,0.015,nan
34.850000000001636,L2,0.015,nan
34.850000000001636,L3,0.003,nan
34.850000000001636,L4,0.003,nan
34.860000000001634,L1,0.015,nan
34.860000000001634,L2,0.015,nan
34.860000000001634,L3,0.003,nan
34.860000000001634,L4,0.003,nan
34.87000000000163,L1,0.015,nan
34.87000000000163,L2,0.015,nan
34.87000000000163,L3,0.003,nan
34.87000000000163,L4,0.003,nan
34.88000000000163,L1,0.015,nan
34.88000000000163,L2,0.015,nan
34.88000000000163,L3,0.003,nan
34.88000000000163,L4,0.003,nan
34.89000000000163,L1,0.015,nan
34.89000000000163,L2,0.015,nan
34.89000000000163,L3,0.003,nan
34.89000000000163,L4,0.003,nan
34.900000000001626,L1,0.015,nan
34.900000000001626,L2,0.015,nan
34.900000000001626,L3,0.003,nan
34.900000000001626,L4,0.003,nan
34.910000000001624,L1,0.015,nan
34.910000000001624,L2,0.015,nan
34.910000000001624,L3,0.003,nan
34.910000000001624,L4,0.003,nan
34.92000000000162,L1,0.015,nan
34.92000000000162,L2,0.015,nan
34.92000000000162,L3,0.003,nan
34.92000000000162,L4,0.003,nan
34.93000000000162,L1,0.015,nan
34.93000000000162,L2,0.015,nan
34.93000000000162,L3,0.003,nan
34.93000000000162,L4,0.003,nan
34.94000000000162,L1,0.015,nan
34.94000000000162,L2,0.015,nan
34.94000000000162,L3,0.003,nan
34.94000000000162,L4,0.003,nan
34.950000000001616,L1,0.015,nan
34.950000000001616,L2,0.015,nan
34.950000000001616,L3,0.003,nan
34.950000000001616,L4,0.003,nan
34.960000000001614,L1,0.015,nan
34.960000000001614,L2,0.015,nan
34.960000000001614,L3,0.003,nan
34.960000000001614,L4,0.003,nan
34.97000000000161,L1,0.015,nan
34.97000000000161,L2,0.015,nan
34.97000000000161,L3,0.003,nan
34.97000000000161,L4,0.003,nan
34.98000000000161,L1,0.015,nan
34.98000000000161,L2,0.015,nan
34.98000000000161,L3,0.003,nan
34.98000000000161,L4,0.003,nan
34.99000000000161,L1,0.015,nan
34.99000000000161,L2,0.015,nan
34.99000000000161,L3,0.003,nan
34.99000000000161,L4,0.003,nan
35.000000000001606,L1,0.015,nan
35.000000000001606,L2,0.015,nan
35.000000000001606,L3,0.003,nan
35.000000000001606,L4,0.003,nan
35.010000000001604,L1,0.015,nan
35.010000000001604,L2,0.015,nan
35.010000000001604,L3,0.003,nan
35.010000000001604,L4,0.003,nan
35.0200000000016,L1,0.015,nan
35.0200000000016,L2,0.015,nan
35.0200000000016,L3,0.003,nan
35.0200000000016,L4,0.003,nan
35.0300000000016,L1,0.015,nan
35.0300000000016,L2,0.015,nan
35.0300000000016,L3,0.003,nan
35.0300000000016,L4,0.003,nan
35.0400000000016,L1,0.015,nan
35.0400000000016,L2,0.015,nan
35.0400000000016,L3,0.003,nan
35.0400000000016,L4,0.003,nan
35.050000000001596,L1,0.015,nan
35.050000000001596,L2,0.015,nan
35.050000000001596,L3,0.003,nan
35.050000000001596,L4,0.003,nan
35.060000000001594,L1,0.015,nan
35.060000000001594,L2,0.015,nan
35.060000000001594,L3,0.003,nan
35.060000000001594,L4,0.003,nan
35.07000000000159,L1,0.015,nan
35.07000000000159,L2,0.015,nan
35.07000000000159,L3,0.003,nan
35.07000000000159,L4,0.003,nan
35.08000000000159,L1,0.015,nan
35.08000000000159,L2,0.015,nan
35.08000000000159,L3,0.003,nan
35.08000000000159,L4,0.003,nan
35.09000000000159,L1,0.015,nan
35.09000000000159,L2,0.015,nan
35.09000000000159,L3,0.003,nan
35.09000000000159,L4,0.003,nan
35.100000000001586,L1,0.015,nan
